trip_id,driver_id,vehicle_id,source,destination,distance_km,load_kg,route,weather,traffic,fuel_used_l,co2_kg,fuel_cost,trip_date
T001566,D0272,V0164,Mangaluru,Belagavi,29.9,7817,Shortest,Fog,High,4.0,0.62,36.0,2026-03-07 06:00:00
T001567,D0206,V0107,Mysuru,Tumakuru,31.3,3921,Shortest,Rain,High,4.37,8.42,327.75,2026-03-07 07:00:00
T001568,D0291,V0093,Hassan,Belagavi,283.2,7196,Fastest,Cloudy,Medium,52.42,97.23,3931.5,2026-03-07 08:00:00
T001569,D0003,V0005,Hassan,Belagavi,80.3,5811,Fastest,Clear,Medium,15.08,2.28,135.72,2026-03-07 09:00:00
T001570,D0485,V0070,Bengaluru,Mysuru,258.6,1594,Eco,Rain,Medium,55.28,106.82,4146.0,2026-03-07 10:00:00
T001571,D0088,V0104,Belagavi,Mandya,234.6,9857,Eco,Clear,Medium,25.78,3.92,232.02,2026-03-07 11:00:00
T001572,D0462,V0061,Hassan,Mysuru,24.4,9599,Fastest,Fog,Low,5.12,12.01,542.72,2026-03-07 12:00:00
T001573,D0361,V0026,Hassan,Mysuru,152.4,8041,Fastest,Rain,High,13.81,2.09,124.29,2026-03-07 13:00:00
T001574,D0080,V0141,Mandya,Hassan,44.3,6280,Fastest,Clear,High,7.06,13.39,529.5,2026-03-07 14:00:00
T001575,D0416,V0032,Mandya,Mangaluru,320.1,1766,Eco,Rain,Medium,35.4,5.25,318.6,2026-03-07 15:00:00
T001576,D0469,V0047,Mangaluru,Belagavi,329.0,5399,Shortest,Clear,Medium,43.1,6.22,387.9,2026-03-07 16:00:00
T001577,D0231,V0061,Hassan,Hubballi,43.1,7614,Shortest,Fog,High,10.65,24.77,1128.9,2026-03-07 17:00:00
T001578,D0499,V0097,Tumakuru,Mangaluru,315.9,6429,Eco,Cloudy,High,67.24,155.9,7127.44,2026-03-07 18:00:00
T001579,D0476,V0137,Mandya,Mangaluru,322.2,807,Shortest,Cloudy,Medium,22.75,53.14,2411.5,2026-03-07 19:00:00
T001580,D0066,V0074,Mysuru,Tumakuru,250.7,3249,Eco,Fog,Medium,26.05,48.17,1953.75,2026-03-07 20:00:00
T001581,D0499,V0016,Hassan,Bengaluru,216.5,2142,Shortest,Rain,High,47.72,7.25,429.48,2026-03-07 21:00:00
T001582,D0497,V0004,Mysuru,Hassan,182.1,688,Shortest,Fog,High,27.24,4.25,245.16,2026-03-07 22:00:00
T001583,D0391,V0083,Belagavi,Hubballi,121.0,7336,Shortest,Cloudy,High,26.46,50.35,1984.5,2026-03-07 23:00:00
T001584,D0374,V0200,Mandya,Tumakuru,273.8,4371,Eco,Rain,Medium,23.62,63.22,2243.9,2026-03-08 00:00:00
T001585,D0075,V0116,Tumakuru,Belagavi,169.6,8745,Eco,Rain,Medium,15.52,29.67,1164.0,2026-03-08 01:00:00
T001586,D0362,V0192,Hassan,Bengaluru,152.2,1502,Shortest,Cloudy,High,11.34,1.77,102.06,2026-03-08 02:00:00
T001587,D0399,V0172,Hubballi,Tumakuru,26.3,3501,Shortest,Cloudy,High,4.48,8.34,336.0,2026-03-08 03:00:00
T001588,D0175,V0064,Mysuru,Mandya,101.3,3911,Fastest,Cloudy,Medium,7.52,20.24,714.4,2026-03-08 04:00:00
T001589,D0118,V0089,Mangaluru,Mysuru,255.8,1234,Eco,Clear,Low,21.89,3.23,197.01,2026-03-08 05:00:00
T001590,D0358,V0014,Mangaluru,Mandya,196.3,4979,Fastest,Rain,High,47.78,109.16,5064.68,2026-03-08 06:00:00
T001591,D0120,V0131,Mandya,Hassan,288.3,1083,Eco,Cloudy,Medium,21.1,56.49,2004.5,2026-03-08 07:00:00
T001592,D0316,V0183,Hassan,Hubballi,247.2,8207,Fastest,Rain,Low,48.43,7.46,435.87,2026-03-08 08:00:00
T001593,D0126,V0005,Mandya,Mangaluru,228.5,7554,Fastest,Rain,Medium,46.0,7.15,414.0,2026-03-08 09:00:00
T001594,D0161,V0011,Mandya,Bengaluru,308.4,5237,Fastest,Fog,Low,34.18,65.52,2563.5,2026-03-08 10:00:00
T001595,D0468,V0130,Mysuru,Hassan,82.6,1188,Shortest,Fog,Low,14.74,2.19,132.66,2026-03-08 11:00:00
T001596,D0305,V0054,Hassan,Mangaluru,69.1,1126,Eco,Clear,High,6.48,12.93,486.0,2026-03-08 12:00:00
T001597,D0477,V0153,Belagavi,Mangaluru,196.8,1249,Eco,Rain,Medium,14.65,33.55,1552.9,2026-03-08 13:00:00
T001598,D0422,V0001,Bengaluru,Mysuru,178.1,9576,Fastest,Fog,Low,40.43,75.94,3032.25,2026-03-08 14:00:00
T001599,D0114,V0013,Bengaluru,Tumakuru,190.2,7059,Shortest,Clear,High,30.97,69.0,3282.82,2026-03-08 15:00:00
T001600,D0199,V0124,Tumakuru,Mangaluru,201.0,4816,Shortest,Clear,Medium,31.49,61.5,2361.75,2026-03-08 16:00:00
T001601,D0180,V0172,Belagavi,Bengaluru,47.7,6487,Eco,Fog,Low,8.71,16.87,653.25,2026-03-08 17:00:00
T001602,D0170,V0195,Bengaluru,Hubballi,30.7,4004,Fastest,Rain,Medium,3.68,0.58,33.12,2026-03-08 18:00:00
T001603,D0191,V0073,Belagavi,Bengaluru,215.3,9470,Eco,Fog,Low,22.55,50.64,2390.3,2026-03-08 19:00:00
T001604,D0017,V0130,Mangaluru,Bengaluru,237.2,1097,Shortest,Rain,High,45.23,6.98,407.07,2026-03-08 20:00:00
T001605,D0104,V0198,Belagavi,Mysuru,122.3,5121,Fastest,Cloudy,Low,18.69,43.23,1981.14,2026-03-08 21:00:00
T001606,D0499,V0183,Tumakuru,Mangaluru,329.2,5054,Fastest,Fog,High,85.96,13.1,773.64,2026-03-08 22:00:00
T001607,D0075,V0087,Belagavi,Mangaluru,84.2,3042,Eco,Fog,Low,6.29,16.3,597.55,2026-03-08 23:00:00
T001608,D0185,V0021,Bengaluru,Hassan,146.1,6545,Shortest,Clear,Low,13.76,26.91,1032.0,2026-03-09 00:00:00
T001609,D0278,V0030,Bengaluru,Hassan,42.9,3444,Fastest,Clear,High,8.12,1.24,73.08,2026-03-09 01:00:00
T001610,D0166,V0142,Hassan,Tumakuru,47.4,5117,Eco,Fog,High,5.55,0.83,49.95,2026-03-09 02:00:00
T001611,D0040,V0077,Hassan,Hubballi,43.3,6512,Fastest,Cloudy,Medium,3.78,7.27,283.5,2026-03-09 03:00:00
T001612,D0294,V0105,Mysuru,Hassan,280.0,604,Eco,Cloudy,High,23.0,3.4,207.0,2026-03-09 04:00:00
T001613,D0372,V0125,Mandya,Hubballi,124.1,7204,Shortest,Cloudy,Medium,12.41,28.33,1315.46,2026-03-09 05:00:00
T001614,D0005,V0088,Mysuru,Mangaluru,54.2,1907,Shortest,Clear,Medium,8.45,22.44,802.75,2026-03-09 06:00:00
T001615,D0233,V0026,Mangaluru,Hassan,20.4,5348,Shortest,Clear,Medium,1.35,0.19,12.15,2026-03-09 07:00:00
T001616,D0168,V0170,Tumakuru,Mandya,176.4,8239,Shortest,Cloudy,Medium,36.88,71.28,2766.0,2026-03-09 08:00:00
T001617,D0118,V0101,Belagavi,Bengaluru,219.4,5233,Fastest,Clear,High,23.44,45.6,1758.0,2026-03-09 09:00:00
T001618,D0251,V0102,Belagavi,Mandya,97.1,4455,Fastest,Clear,Medium,18.31,41.7,1940.86,2026-03-09 10:00:00
T001619,D0032,V0072,Mandya,Hassan,94.5,7722,Eco,Rain,Low,8.73,20.31,925.38,2026-03-09 11:00:00
T001620,D0013,V0014,Mysuru,Tumakuru,24.0,7971,Eco,Fog,Low,5.32,12.22,563.92,2026-03-09 12:00:00
T001621,D0055,V0147,Bengaluru,Tumakuru,194.2,7432,Fastest,Clear,Medium,36.25,69.33,2718.75,2026-03-09 13:00:00
T001622,D0290,V0187,Hubballi,Hassan,112.2,7170,Shortest,Rain,High,11.76,1.74,105.84,2026-03-09 14:00:00
T001623,D0160,V0159,Hassan,Hubballi,97.3,3450,Eco,Clear,Low,9.44,21.42,1000.64,2026-03-09 15:00:00
T001624,D0356,V0040,Mysuru,Tumakuru,91.4,4973,Shortest,Rain,Medium,7.63,1.17,68.67,2026-03-09 16:00:00
T001625,D0233,V0170,Hassan,Belagavi,225.2,2015,Eco,Fog,High,54.32,103.08,4074.0,2026-03-09 17:00:00
T001626,D0287,V0165,Hubballi,Hassan,329.3,2159,Eco,Rain,Medium,43.6,104.79,4621.6,2026-03-09 18:00:00
T001627,D0385,V0068,Hubballi,Mangaluru,287.8,6941,Eco,Cloudy,Medium,32.49,75.12,3443.94,2026-03-09 19:00:00
T001628,D0368,V0061,Mangaluru,Mandya,180.4,4604,Shortest,Cloudy,High,38.63,87.58,4094.78,2026-03-09 20:00:00
T001629,D0013,V0160,Mangaluru,Mandya,61.6,3344,Eco,Clear,Medium,4.57,8.9,342.75,2026-03-09 21:00:00
T001630,D0133,V0065,Mysuru,Tumakuru,43.2,8925,Fastest,Cloudy,High,10.2,23.86,1081.2,2026-03-09 22:00:00
T001631,D0352,V0182,Tumakuru,Hubballi,340.6,9686,Eco,Clear,High,62.13,9.45,559.17,2026-03-09 23:00:00
T001632,D0372,V0108,Belagavi,Mangaluru,100.9,1650,Shortest,Rain,Medium,7.5,1.15,67.5,2026-03-10 00:00:00
T001633,D0247,V0099,Mysuru,Mangaluru,260.0,1534,Shortest,Rain,Low,19.16,43.68,2030.96,2026-03-10 01:00:00
T001634,D0313,V0152,Hubballi,Tumakuru,98.8,1583,Eco,Rain,High,9.78,18.53,733.5,2026-03-10 02:00:00
T001635,D0413,V0103,Mandya,Hassan,66.2,7941,Fastest,Cloudy,High,12.91,34.48,1226.45,2026-03-10 03:00:00
T001636,D0411,V0192,Hubballi,Belagavi,104.9,7532,Shortest,Rain,Low,8.94,1.31,80.46,2026-03-10 04:00:00
T001637,D0044,V0086,Bengaluru,Mangaluru,253.5,5698,Shortest,Fog,Medium,27.12,51.26,2034.0,2026-03-10 05:00:00
T001638,D0296,V0026,Belagavi,Tumakuru,178.0,2989,Fastest,Cloudy,Medium,12.41,1.91,111.69,2026-03-10 06:00:00
T001639,D0153,V0019,Hubballi,Mangaluru,27.4,9268,Fastest,Rain,High,5.77,15.54,548.15,2026-03-10 07:00:00
T001640,D0437,V0149,Belagavi,Hubballi,208.5,5674,Eco,Rain,Medium,43.7,80.79,3277.5,2026-03-10 08:00:00
T001641,D0112,V0182,Belagavi,Mangaluru,91.5,9145,Eco,Fog,Low,15.93,2.32,143.37,2026-03-10 09:00:00
T001642,D0204,V0064,Mandya,Mysuru,88.6,1025,Shortest,Clear,Medium,5.95,16.48,565.25,2026-03-10 10:00:00
T001643,D0088,V0163,Mandya,Belagavi,56.5,7731,Fastest,Cloudy,Low,4.77,12.76,453.15,2026-03-10 11:00:00
T001644,D0279,V0121,Mysuru,Mangaluru,168.2,4651,Shortest,Rain,Low,15.83,41.88,1503.85,2026-03-10 12:00:00
T001645,D0351,V0182,Mandya,Mangaluru,261.4,819,Fastest,Rain,Low,35.68,5.32,321.12,2026-03-10 13:00:00
T001646,D0232,V0035,Mandya,Mysuru,247.7,2613,Fastest,Fog,Low,40.33,5.87,362.97,2026-03-10 14:00:00
T001647,D0059,V0112,Tumakuru,Mysuru,348.6,9890,Fastest,Cloudy,High,28.77,4.44,258.93,2026-03-10 15:00:00
T001648,D0128,V0053,Hubballi,Tumakuru,147.2,523,Eco,Rain,Low,12.56,1.87,113.04,2026-03-10 16:00:00
T001649,D0015,V0026,Bengaluru,Hubballi,200.4,5893,Shortest,Rain,High,17.05,2.63,153.45,2026-03-10 17:00:00
T001650,D0313,V0105,Tumakuru,Bengaluru,59.3,9890,Shortest,Clear,High,5.46,0.82,49.14,2026-03-10 18:00:00
T001651,D0258,V0141,Hassan,Hubballi,73.7,3663,Eco,Clear,Medium,10.14,19.82,760.5,2026-03-10 19:00:00
T001652,D0396,V0028,Mangaluru,Hubballi,307.2,1924,Fastest,Rain,Low,37.04,86.0,3926.24,2026-03-10 20:00:00
T001653,D0273,V0151,Mandya,Tumakuru,33.3,806,Fastest,Fog,Medium,2.7,0.41,24.3,2026-03-10 21:00:00
T001654,D0312,V0057,Mysuru,Belagavi,313.3,6528,Shortest,Cloudy,Low,47.65,7.25,428.85,2026-03-10 22:00:00
T001655,D0311,V0023,Mangaluru,Tumakuru,154.2,2252,Shortest,Fog,High,37.45,72.04,2808.75,2026-03-10 23:00:00
T001656,D0200,V0001,Mandya,Tumakuru,308.4,9502,Shortest,Clear,Low,55.24,105.69,4143.0,2026-03-11 00:00:00
T001657,D0268,V0153,Mandya,Mysuru,58.4,6659,Fastest,Fog,High,5.91,13.59,626.46,2026-03-11 01:00:00
T001658,D0463,V0028,Hassan,Bengaluru,246.7,2414,Shortest,Rain,Medium,28.84,69.17,3057.04,2026-03-11 02:00:00
T001659,D0267,V0174,Mangaluru,Hubballi,150.0,8458,Shortest,Cloudy,Low,15.1,34.25,1600.6,2026-03-11 03:00:00
T001660,D0125,V0014,Tumakuru,Belagavi,97.5,9813,Fastest,Fog,High,28.43,65.68,3013.58,2026-03-11 04:00:00
T001661,D0207,V0149,Tumakuru,Belagavi,284.0,3291,Shortest,Clear,Medium,58.12,110.46,4359.0,2026-03-11 05:00:00
T001662,D0175,V0149,Mysuru,Hubballi,149.0,8944,Fastest,Rain,Low,27.69,53.03,2076.75,2026-03-11 06:00:00
T001663,D0255,V0085,Hubballi,Mandya,187.1,7326,Shortest,Cloudy,High,18.78,43.01,1990.68,2026-03-11 07:00:00
T001664,D0431,V0120,Hassan,Bengaluru,348.7,8129,Eco,Clear,High,36.93,99.6,3508.35,2026-03-11 08:00:00
T001665,D0007,V0061,Hubballi,Tumakuru,71.7,3598,Eco,Rain,Medium,14.2,32.69,1505.2,2026-03-11 09:00:00
T001666,D0235,V0061,Mandya,Belagavi,245.5,5637,Shortest,Cloudy,Low,40.35,90.26,4277.1,2026-03-11 10:00:00
T001667,D0218,V0157,Mandya,Mysuru,101.1,5902,Fastest,Clear,Medium,8.02,1.2,72.18,2026-03-11 11:00:00
T001668,D0480,V0093,Mysuru,Tumakuru,103.0,9734,Eco,Rain,Medium,21.46,39.88,1609.5,2026-03-11 12:00:00
T001669,D0167,V0008,Mandya,Tumakuru,243.4,7669,Shortest,Clear,Medium,18.57,48.04,1764.15,2026-03-11 13:00:00
T001670,D0190,V0095,Hubballi,Tumakuru,249.3,5805,Eco,Clear,Medium,46.06,6.93,414.54,2026-03-11 14:00:00
T001671,D0440,V0050,Tumakuru,Belagavi,91.4,9946,Shortest,Fog,Medium,8.68,16.65,651.0,2026-03-11 15:00:00
T001672,D0456,V0145,Hubballi,Tumakuru,144.4,784,Fastest,Cloudy,Medium,13.89,37.62,1319.55,2026-03-11 16:00:00
T001673,D0470,V0185,Belagavi,Hubballi,219.8,1599,Eco,Fog,Low,27.56,64.39,2921.36,2026-03-11 17:00:00
T001674,D0094,V0187,Hubballi,Tumakuru,177.0,1710,Shortest,Clear,Medium,13.36,1.93,120.24,2026-03-11 18:00:00
T001675,D0115,V0007,Hubballi,Belagavi,234.1,8370,Fastest,Clear,Medium,36.85,82.81,3906.1,2026-03-11 19:00:00
T001676,D0147,V0159,Belagavi,Mangaluru,112.3,9669,Eco,Clear,Medium,12.13,29.13,1285.78,2026-03-11 20:00:00
T001677,D0086,V0108,Mandya,Hubballi,237.9,9952,Shortest,Clear,Low,18.78,2.76,169.02,2026-03-11 21:00:00
T001678,D0219,V0068,Belagavi,Hassan,24.3,7708,Fastest,Clear,High,3.41,7.97,361.46,2026-03-11 22:00:00
T001679,D0227,V0001,Tumakuru,Hassan,183.3,4966,Eco,Rain,Low,37.79,70.81,2834.25,2026-03-11 23:00:00
T001680,D0070,V0132,Mandya,Mangaluru,121.1,2902,Eco,Clear,High,14.58,2.19,131.22,2026-03-12 00:00:00
T001681,D0199,V0187,Belagavi,Bengaluru,233.0,7017,Shortest,Clear,Medium,18.32,2.71,164.88,2026-03-12 01:00:00
T001682,D0451,V0045,Mangaluru,Hubballi,41.2,4800,Fastest,Cloudy,Low,4.39,8.43,329.25,2026-03-12 02:00:00
T001683,D0226,V0001,Mysuru,Mangaluru,203.6,2441,Eco,Clear,High,46.34,88.29,3475.5,2026-03-12 03:00:00
T001684,D0030,V0073,Belagavi,Mangaluru,54.1,4204,Fastest,Fog,Medium,5.69,13.03,603.14,2026-03-12 04:00:00
T001685,D0018,V0147,Tumakuru,Hassan,47.5,508,Fastest,Clear,Low,6.63,12.33,497.25,2026-03-12 05:00:00
T001686,D0352,V0196,Bengaluru,Mandya,134.8,4262,Shortest,Fog,Low,19.24,51.84,1827.8,2026-03-12 06:00:00
T001687,D0118,V0154,Belagavi,Mandya,234.0,7418,Eco,Rain,High,43.8,98.72,4642.8,2026-03-12 07:00:00
T001688,D0146,V0029,Tumakuru,Hubballi,234.0,6221,Shortest,Clear,Medium,17.93,2.71,161.37,2026-03-12 08:00:00
T001689,D0294,V0198,Hassan,Belagavi,166.6,7828,Eco,Fog,High,38.34,93.22,4064.04,2026-03-12 09:00:00
T001690,D0153,V0158,Belagavi,Mandya,217.6,6905,Shortest,Rain,High,20.49,39.98,1536.75,2026-03-12 10:00:00
T001691,D0170,V0007,Tumakuru,Hubballi,34.9,9755,Shortest,Rain,Medium,6.17,14.46,654.02,2026-03-12 11:00:00
T001692,D0266,V0096,Mysuru,Bengaluru,317.4,1660,Shortest,Clear,High,24.79,66.32,2355.05,2026-03-12 12:00:00
T001693,D0341,V0054,Mysuru,Mandya,137.8,1357,Shortest,Clear,High,12.03,21.97,902.25,2026-03-12 13:00:00
T001694,D0496,V0127,Mandya,Hubballi,303.3,2699,Fastest,Rain,High,32.84,60.75,2463.0,2026-03-12 14:00:00
T001695,D0131,V0156,Mandya,Bengaluru,301.8,9344,Eco,Fog,High,26.99,63.95,2860.94,2026-03-12 15:00:00
T001696,D0135,V0111,Tumakuru,Hubballi,176.6,1786,Eco,Cloudy,Low,20.38,46.33,2160.28,2026-03-12 16:00:00
T001697,D0278,V0135,Hubballi,Tumakuru,323.4,8053,Eco,Fog,High,54.52,144.07,5179.4,2026-03-12 17:00:00
T001698,D0456,V0001,Mandya,Hubballi,328.8,5878,Shortest,Cloudy,Medium,77.1,146.0,5782.5,2026-03-12 18:00:00
T001699,D0246,V0155,Bengaluru,Mysuru,70.6,4471,Eco,Rain,Medium,12.11,27.38,1283.66,2026-03-12 19:00:00
T001700,D0015,V0169,Mandya,Hubballi,324.1,7363,Eco,Clear,Medium,25.86,3.78,232.74,2026-03-12 20:00:00
T001701,D0091,V0167,Tumakuru,Mysuru,101.9,8561,Fastest,Fog,High,25.48,58.8,2700.88,2026-03-12 21:00:00
T001702,D0279,V0048,Mysuru,Mandya,226.4,9635,Eco,Clear,Medium,20.11,37.53,1508.25,2026-03-12 22:00:00
T001703,D0363,V0076,Mangaluru,Tumakuru,152.4,1809,Shortest,Fog,Medium,26.46,3.91,238.14,2026-03-12 23:00:00
T001704,D0140,V0100,Hubballi,Hassan,212.7,9117,Eco,Rain,High,19.92,37.26,1494.0,2026-03-13 00:00:00
T001705,D0277,V0143,Hassan,Bengaluru,241.1,8041,Fastest,Cloudy,High,30.65,4.65,275.85,2026-03-13 01:00:00
T001706,D0247,V0140,Hubballi,Tumakuru,164.0,6876,Fastest,Fog,High,37.0,98.7,3515.0,2026-03-13 02:00:00
T001707,D0288,V0058,Hassan,Mysuru,22.1,4901,Eco,Fog,Medium,3.48,9.29,330.6,2026-03-13 03:00:00
T001708,D0125,V0088,Mangaluru,Belagavi,307.1,7467,Fastest,Rain,Medium,58.76,159.36,5582.2,2026-03-13 04:00:00
T001709,D0483,V0033,Mangaluru,Tumakuru,137.6,8074,Fastest,Cloudy,Low,13.59,2.03,122.31,2026-03-13 05:00:00
T001710,D0173,V0075,Tumakuru,Bengaluru,271.9,7226,Shortest,Rain,Medium,56.43,129.63,5981.58,2026-03-13 06:00:00
T001711,D0404,V0150,Mysuru,Tumakuru,177.3,7403,Shortest,Clear,Medium,16.25,2.46,146.25,2026-03-13 07:00:00
T001712,D0344,V0111,Bengaluru,Hassan,338.1,8683,Shortest,Rain,High,50.57,118.38,5360.42,2026-03-13 08:00:00
T001713,D0338,V0109,Mangaluru,Tumakuru,173.5,3148,Fastest,Clear,Low,13.02,1.95,117.18,2026-03-13 09:00:00
T001714,D0031,V0022,Belagavi,Hassan,27.9,2609,Shortest,Rain,Low,2.46,6.6,233.7,2026-03-13 10:00:00
T001715,D0183,V0109,Belagavi,Bengaluru,306.2,9506,Shortest,Cloudy,Low,25.24,3.73,227.16,2026-03-13 11:00:00
T001716,D0235,V0006,Hassan,Tumakuru,112.5,2618,Shortest,Rain,Medium,20.5,3.02,184.5,2026-03-13 12:00:00
T001717,D0492,V0127,Mangaluru,Hassan,250.0,6080,Shortest,Rain,Medium,25.79,49.75,1934.25,2026-03-13 13:00:00
T001718,D0287,V0058,Mysuru,Tumakuru,57.9,6152,Fastest,Rain,Low,7.9,21.36,750.5,2026-03-13 14:00:00
T001719,D0448,V0018,Mandya,Belagavi,270.6,3530,Fastest,Rain,Low,21.67,50.51,2297.02,2026-03-13 15:00:00
T001720,D0104,V0007,Mandya,Tumakuru,228.1,8903,Shortest,Rain,Medium,38.45,89.32,4075.7,2026-03-13 16:00:00
T001721,D0378,V0180,Mandya,Hubballi,347.4,3332,Shortest,Rain,Low,30.77,58.52,2307.75,2026-03-13 17:00:00
T001722,D0245,V0147,Mysuru,Belagavi,202.1,5693,Shortest,Cloudy,Medium,35.89,69.14,2691.75,2026-03-13 18:00:00
T001723,D0461,V0153,Hassan,Mysuru,127.2,1924,Fastest,Clear,High,9.34,21.98,990.04,2026-03-13 19:00:00
T001724,D0096,V0127,Hubballi,Mangaluru,78.0,4419,Eco,Fog,Low,8.35,16.15,626.25,2026-03-13 20:00:00
T001725,D0018,V0042,Mysuru,Mandya,33.0,9112,Shortest,Rain,High,6.09,16.29,578.55,2026-03-13 21:00:00
T001726,D0079,V0018,Hassan,Bengaluru,292.1,4054,Fastest,Clear,High,25.89,61.46,2744.34,2026-03-13 22:00:00
T001727,D0044,V0003,Hubballi,Hassan,37.8,4066,Shortest,Clear,Medium,3.3,8.88,313.5,2026-03-13 23:00:00
T001728,D0391,V0064,Bengaluru,Mysuru,98.9,4963,Eco,Cloudy,Low,6.5,17.64,617.5,2026-03-14 00:00:00
T001729,D0441,V0168,Belagavi,Hassan,134.4,8024,Fastest,Rain,High,21.82,50.69,2312.92,2026-03-14 01:00:00
T001730,D0395,V0177,Mysuru,Bengaluru,235.3,7700,Fastest,Clear,Medium,30.6,82.41,2907.0,2026-03-14 02:00:00
T001731,D0468,V0153,Belagavi,Bengaluru,24.5,7002,Eco,Rain,Medium,2.07,4.71,219.42,2026-03-14 03:00:00
T001732,D0141,V0168,Mangaluru,Tumakuru,290.2,1295,Shortest,Fog,Low,33.96,79.55,3599.76,2026-03-14 04:00:00
T001733,D0449,V0167,Belagavi,Mandya,114.2,3303,Fastest,Cloudy,High,23.31,56.91,2470.86,2026-03-14 05:00:00
T001734,D0162,V0029,Mandya,Hubballi,143.4,3966,Shortest,Rain,Medium,10.98,1.63,98.82,2026-03-14 06:00:00
T001735,D0203,V0145,Hubballi,Hassan,199.1,3654,Fastest,Fog,Low,24.78,66.5,2354.1,2026-03-14 07:00:00
T001736,D0246,V0183,Hubballi,Hassan,316.5,4854,Fastest,Fog,High,80.87,12.02,727.83,2026-03-14 08:00:00
T001737,D0184,V0132,Mandya,Mangaluru,165.9,5446,Fastest,Clear,Medium,18.57,2.76,167.13,2026-03-14 09:00:00
T001738,D0213,V0138,Tumakuru,Hubballi,90.7,6745,Fastest,Clear,Low,13.62,2.11,122.58,2026-03-14 10:00:00
T001739,D0498,V0090,Bengaluru,Belagavi,129.8,4730,Fastest,Rain,Medium,9.72,22.15,1030.32,2026-03-14 11:00:00
T001740,D0352,V0081,Bengaluru,Mandya,115.7,5100,Eco,Rain,High,12.62,33.5,1198.9,2026-03-14 12:00:00
T001741,D0193,V0151,Mandya,Mysuru,183.9,8226,Eco,Cloudy,High,17.09,2.48,153.81,2026-03-14 13:00:00
T001742,D0324,V0116,Mangaluru,Hubballi,279.4,851,Shortest,Rain,High,25.65,48.0,1923.75,2026-03-14 14:00:00
T001743,D0141,V0136,Hassan,Tumakuru,285.2,4626,Shortest,Clear,Low,24.02,3.48,216.18,2026-03-14 15:00:00
T001744,D0416,V0047,Mangaluru,Hubballi,238.1,6322,Eco,Clear,Medium,31.76,4.82,285.84,2026-03-14 16:00:00
T001745,D0004,V0004,Mangaluru,Belagavi,163.6,2339,Eco,Cloudy,High,25.83,4.09,232.47,2026-03-14 17:00:00
T001746,D0346,V0031,Tumakuru,Hubballi,267.9,7205,Shortest,Cloudy,Medium,19.26,51.24,1829.7,2026-03-14 18:00:00
T001747,D0350,V0183,Bengaluru,Mysuru,49.9,5150,Shortest,Clear,Low,8.43,1.22,75.87,2026-03-14 19:00:00
T001748,D0362,V0164,Tumakuru,Bengaluru,250.6,4517,Eco,Cloudy,High,30.48,4.65,274.32,2026-03-14 20:00:00
T001749,D0285,V0032,Belagavi,Mangaluru,138.5,3909,Fastest,Fog,High,20.69,3.06,186.21,2026-03-14 21:00:00
T001750,D0346,V0134,Mandya,Hubballi,260.6,5048,Fastest,Fog,Low,43.13,118.59,4097.35,2026-03-14 22:00:00
T001751,D0299,V0130,Hubballi,Mandya,104.0,4450,Fastest,Clear,Low,15.74,2.35,141.66,2026-03-14 23:00:00
T001752,D0287,V0173,Mangaluru,Hubballi,81.0,8619,Eco,Fog,Medium,11.7,21.95,877.5,2026-03-15 00:00:00
T001753,D0497,V0042,Mandya,Bengaluru,267.8,3219,Eco,Clear,High,36.45,97.34,3462.75,2026-03-15 01:00:00
T001754,D0332,V0093,Hubballi,Mandya,320.5,8026,Fastest,Cloudy,High,66.02,127.34,4951.5,2026-03-15 02:00:00
T001755,D0304,V0006,Bengaluru,Mandya,245.3,7823,Fastest,Clear,High,50.5,7.54,454.5,2026-03-15 03:00:00
T001756,D0494,V0132,Hassan,Mysuru,32.1,4343,Eco,Clear,High,4.3,0.64,38.7,2026-03-15 04:00:00
T001757,D0345,V0069,Mandya,Mangaluru,155.2,6075,Eco,Fog,Medium,36.48,69.04,2736.0,2026-03-15 05:00:00
T001758,D0180,V0001,Mysuru,Tumakuru,349.3,1161,Fastest,Fog,High,92.61,171.48,6945.75,2026-03-15 06:00:00
T001759,D0088,V0096,Hassan,Mysuru,298.9,7763,Fastest,Rain,Medium,27.92,75.42,2652.4,2026-03-15 07:00:00
T001760,D0332,V0039,Hubballi,Mysuru,130.6,4952,Eco,Rain,Low,13.91,25.48,1043.25,2026-03-15 08:00:00
T001761,D0371,V0197,Bengaluru,Mysuru,257.6,7187,Shortest,Cloudy,Medium,18.83,50.02,1788.85,2026-03-15 09:00:00
T001762,D0072,V0057,Mangaluru,Hubballi,152.1,8647,Shortest,Cloudy,Medium,25.64,3.9,230.76,2026-03-15 10:00:00
T001763,D0107,V0065,Bengaluru,Mysuru,199.3,1057,Fastest,Cloudy,High,36.26,84.27,3843.56,2026-03-15 11:00:00
T001764,D0185,V0166,Hassan,Mangaluru,112.7,8476,Shortest,Clear,Low,11.72,31.78,1113.4,2026-03-15 12:00:00
T001765,D0009,V0168,Mysuru,Tumakuru,333.3,6826,Eco,Fog,High,53.83,124.19,5705.98,2026-03-15 13:00:00
T001766,D0166,V0053,Hassan,Tumakuru,224.8,2883,Shortest,Rain,Low,19.3,2.96,173.7,2026-03-15 14:00:00
T001767,D0467,V0156,Hassan,Hubballi,284.9,8179,Shortest,Fog,High,25.07,58.98,2657.42,2026-03-15 15:00:00
